Seller_ID,Seller_Name,Store_Branch,Region,Sales_Channel
SL13664,Kayla Key,Henry Ltd,West,physical_store
SL13665,Ian Moore,Jordan-Hansen,South,e-commerce
SL13666,Kenneth Thompson,Marshall-Keller,West,marketplace
SL13667,Stephen Zimmerman,Marsh Inc,West,physical_store
SL13668,James Rodriguez,Dixon Inc,West,physical_store
SL13669,Charles Brooks,Webster PLC,West,marketplace
SL13670,Joshua Hall,"Park, Wilson and Dominguez",North,e-commerce
SL13671,Leslie Holland,Chavez PLC,North,e-commerce
SL13672,Sue Farrell,"Livingston, Ross and Cox",South,physical_store
SL13673,Cheryl Walls,Miller-James,North,physical_store
SL13674,Edward Robinson,"Schultz, Golden and Brady",East,physical_store
SL13675,Sarah Wood,"Fox, Roberts and Houston",East,physical_store
SL13676,Mr. William Chang,"Davis, Glass and Stokes",South,e-commerce
SL13677,Nicholas Evans,Miller-Ali,East,marketplace
SL13678,Casey Romero,"Smith, Cohen and Parks",North,marketplace
SL13679,Sarah Buck,Davis-Michael,West,marketplace
SL13680,Jose Alvarez,Ramirez Ltd,East,e-commerce
SL13681,Sarah Moses,Kim PLC,East,marketplace
SL13682,Bobby Gardner,"Thompson, Wyatt and Freeman",South,marketplace
SL13683,Mrs. Caroline Golden DVM,"Barrett, Day and Griffith",East,marketplace
SL13684,Julie Campbell,Pearson and Sons,South,marketplace
SL13685,Nicholas Pennington,Miller Inc,East,marketplace
SL13686,Kristin Schmitt,Zamora Inc,East,physical_store
SL13687,Jenny Wright,Booker Ltd,South,e-commerce
SL13688,Alicia Williams,Cox-Garcia,West,physical_store
SL13689,Kimberly Castaneda,Walker Group,East,physical_store
SL13690,Amanda Ingram,Ward Ltd,East,marketplace
SL13691,Tracy Richard,Hernandez-Rose,East,physical_store
SL13692,Stephanie Bonilla,Smith Group,East,e-commerce
SL13693,Carla Walker,Munoz-Henderson,East,physical_store
SL13694,Kaitlyn Perez,"Dawson, Brooks and Hart",North,physical_store
SL13695,Trevor Lewis,Garcia-Davis,South,physical_store
SL13696,Alexander Riley,Collins-Woodward,West,physical_store
SL13697,Mark Stanley,Burke Group,South,physical_store
SL13698,Mrs. Melissa Mason,Brown PLC,West,e-commerce
SL13699,Johnny Gonzalez,Mitchell-Sloan,North,marketplace
SL13700,Tanya Chapman,Combs-Wilcox,West,physical_store
SL13701,Shawn Harding,Delgado PLC,South,e-commerce
SL13702,Brandi Moore,Hall Group,North,e-commerce
SL13703,Timothy Kidd,"Cummings, Baker and Harris",East,physical_store
SL13704,Becky Madden,Washington-Ford,West,e-commerce
SL13705,Juan Stevens,"Powers, Cross and Oconnell",North,e-commerce
SL13706,Sheryl Hammond,Perry-Liu,South,physical_store
SL13707,Troy Martin,Watson PLC,South,marketplace
SL13708,Emma Taylor,Welch PLC,East,physical_store
SL13709,Derek Gonzales,"Chavez, Robinson and Robles",East,marketplace
SL13710,Rachael Caldwell,"Floyd, Edwards and Ruiz",North,e-commerce
SL13711,Stephen Martin,"Williams, Escobar and Taylor",West,marketplace
SL13712,Travis Mendez,Clark-Davis,East,e-commerce
SL13713,Daniel Adams,Powell-Robinson,South,physical_store
SL13714,Gregory Macias,"Rollins, Snyder and Dillon",West,marketplace
SL13715,Kristy Sanchez,Saunders-Davis,East,e-commerce
SL13716,Lindsay Mendoza,Castro-Cooper,North,e-commerce
SL13717,Arthur Moore,"Hogan, Doyle and Porter",West,marketplace
SL13718,Veronica Gibson,Bradley-Diaz,South,marketplace
SL13719,Ann Watkins,"Baird, Marsh and Castillo",East,marketplace
SL13720,Luis Herrera,Gomez LLC,South,marketplace
SL13721,Edwin Miller,"Kelly, Cruz and Greene",West,physical_store
SL13722,Shane Fitzgerald,Nguyen-Baldwin,North,physical_store
SL13723,Hannah Mitchell,Thomas PLC,East,marketplace
SL13724,William Hawkins,"Lynch, Perez and Day",North,physical_store
SL13725,Mr. Nathan Weaver,Fowler Inc,North,e-commerce
SL13726,Angela Palmer,"Orozco, Patterson and Murphy",East,marketplace
SL13727,Gregory Merritt,"Lawrence, Cox and Garcia",West,e-commerce
SL13728,Charles Gonzalez,Stout-Daniels,West,marketplace
SL13729,Jeffrey Bryan,Wilson and Sons,West,e-commerce
SL13730,Megan James,Gray Group,North,physical_store
SL13731,Amy Moore,"Moreno, Abbott and Wood",South,physical_store
SL13732,Matthew Robertson,Rios-Fisher,North,physical_store
SL13733,Henry Burgess,Fowler PLC,South,physical_store
SL13734,Nancy Wilson,Morris Ltd,North,physical_store
SL13735,Mary Little,"Humphrey, Farmer and Horn",West,physical_store
SL13736,Daniel Greer,Sanchez LLC,West,e-commerce
SL13737,Carrie Aguilar,"Cervantes, Baldwin and Martin",East,e-commerce
SL13738,Scott Hoffman,Howard-Phillips,East,physical_store
SL13739,Sheila Gallagher,"Bates, Gonzalez and Howard",East,physical_store
SL13740,Michael Davila,"Morris, Gilbert and Mckinney",East,physical_store
SL13741,Hannah Nguyen,"Kim, Jimenez and Sullivan",West,marketplace
SL13742,Tiffany Owen,"Payne, Welch and Ramirez",East,physical_store
SL13743,Michael Vasquez,Romero Inc,South,marketplace
SL13744,Rachel Young,Alvarez-Hernandez,West,physical_store
SL13745,Diana Woods,Thomas LLC,East,physical_store
SL13746,Kathryn Gilbert,Rodriguez-Brown,North,marketplace
SL13747,Morgan Richardson,Rodriguez Inc,North,e-commerce
SL13748,Katrina Williams,"Mccormick, Peterson and Summers",South,marketplace
SL13749,April King,Franco-Jackson,North,e-commerce
SL13750,Deborah Lutz,Dominguez LLC,South,e-commerce
SL13751,Sarah Carter,"Sanchez, Guzman and Smith",South,marketplace
SL13752,Stefanie Allen,Cochran-Joseph,East,physical_store
SL13753,Emily Garza,"Young, Tate and York",East,marketplace
SL13754,John Jones,Cox-Gillespie,North,marketplace
SL13755,Austin Johnson DVM,Jacobson-Morse,South,physical_store
SL13756,Ashley Werner,"Knapp, Mitchell and Ponce",North,physical_store
SL13757,Robert Logan,Wilson-Clark,South,e-commerce
SL13758,Alejandro Freeman,Wilson-Edwards,North,e-commerce
SL13759,Cynthia Nielsen,Soto Ltd,East,marketplace
SL13760,Wendy Hubbard,Roberts Inc,South,physical_store
SL13761,Marisa Johnson,Stephens Group,East,e-commerce
SL13762,Alex Morgan,"Hansen, Baker and Morris",East,physical_store
SL13763,Heather Lamb MD,Jones-Lawrence,West,e-commerce
SL13764,William Scott,Roberts Ltd,West,e-commerce
SL13765,Linda King,Gordon-Zamora,South,physical_store
SL13766,Ashley Garrett,Hodges Ltd,East,e-commerce
SL13767,George Payne,"Joyce, Adams and Holmes",South,marketplace
SL13768,Janet Adams,Nolan PLC,East,physical_store
SL13769,Sheri Walker,"Davis, Golden and Jacobs",South,physical_store
SL13770,Mary Hernandez,Adkins Inc,East,e-commerce
SL13771,Heather Hardy DVM,Martinez Group,North,physical_store
SL13772,Tracey Moore,Hardy Group,South,e-commerce
SL13773,Danielle Sosa,Dennis LLC,West,physical_store
SL13774,Catherine Bailey,Aguilar-Lam,South,marketplace
SL13775,Leonard Jones,Jones Ltd,South,physical_store
SL13776,Renee Jackson,"Costa, Johnson and Woodard",West,marketplace
SL13777,Keith Abbott,"Pennington, Freeman and Wilson",East,marketplace
SL13778,Matthew Rogers,Torres-Williams,West,marketplace
SL13779,Jose Brown,"Ford, Atkinson and Adams",North,marketplace
SL13780,Ruben Martinez,Leonard Ltd,South,e-commerce
SL13781,Matthew Yang,Sims-Gibson,North,marketplace
SL13782,Louis Hall,Rose Ltd,West,e-commerce
SL13783,Nathan Werner,Dean Inc,West,physical_store
SL13784,Zachary Mcknight,Mcintyre-Miller,West,e-commerce
SL13785,Ashley Miller,"Harvey, Campbell and Oneal",North,marketplace
SL13786,Kyle Ashley,Reeves LLC,South,physical_store
SL13787,Cassidy Paul,"Wallace, Willis and Richards",South,physical_store
SL13788,Nicolas Mccoy,Marquez Group,North,physical_store
SL13789,Stacy Thompson,Roberts Inc,South,physical_store
SL13790,Heather Olson,"Lopez, Sanders and Perez",West,marketplace
SL13791,Andrea Garcia,Mason-Hoffman,East,e-commerce
SL13792,Jill Colon,"Larson, Love and Harper",South,e-commerce
SL13793,Donna Strong,"Franco, Strickland and Mcdowell",West,marketplace
SL13794,Timothy Wiggins,Hayes Group,North,physical_store
SL13795,Andrew Keller,Walker-Taylor,East,marketplace
SL13796,Tiffany Thomas,Hill-Foster,North,marketplace
SL13797,Brittany Payne,Sanders Inc,South,physical_store
SL13798,Jeffrey Santiago,Burke-Peterson,West,marketplace
SL13799,Christopher Stark,Ayers LLC,East,marketplace
SL13800,Barry Gross,Martin Group,South,e-commerce
SL13801,Omar Smith,Cooper-Edwards,West,e-commerce
SL13802,Michael Cole,"Drake, Alvarez and Anthony",North,marketplace
SL13803,Kevin Gibson,Cervantes Ltd,South,marketplace
SL13804,Mitchell Austin,Clayton-Koch,North,physical_store
SL13805,Danielle Wright,Garcia Group,East,marketplace
SL13806,Julia Howell,"Juarez, Parker and Dalton",South,physical_store
SL13807,Gregory Snyder,Williams-Rodriguez,East,e-commerce
SL13808,Cesar Williams,Stevens-Montgomery,East,e-commerce
SL13809,Jerry Thomas V,"Washington, Graham and Williams",South,marketplace
SL13810,Matthew Montgomery,"Henderson, Martinez and Gibson",East,marketplace
SL13811,Amanda Terry,Hardin Inc,East,physical_store
SL13812,Eric Jones,"Hart, Ali and Miller",North,e-commerce
SL13813,Mr. Jeremy Saunders,Brown LLC,West,e-commerce
SL13814,Richard Robinson,Wilkinson and Sons,West,e-commerce
SL13815,Jennifer Martinez,"Murray, Phillips and Levy",West,physical_store
SL13816,Kristen Cooley,Orr and Sons,East,physical_store
SL13817,Ashley Stanley,Francis and Sons,South,physical_store
SL13818,Tristan Key,Young LLC,East,marketplace
SL13819,James Miller,"Johnson, Reeves and Nelson",West,marketplace
SL13820,Bradley White,"Richards, Williams and Duncan",East,e-commerce
SL13821,Tracy Hines,Maldonado Inc,West,physical_store
SL13822,John White,Morgan-Chang,South,physical_store
SL13823,Marco Price,Holland-Duke,East,marketplace
SL13824,Craig Blanchard,Pope-Aguilar,East,marketplace
SL13825,Jorge Hicks,Johnson and Sons,South,marketplace
SL13826,John Herrera,"Reynolds, Taylor and Russell",South,e-commerce
SL13827,Wendy Nelson,Richards-Wiggins,East,marketplace
SL13828,Tammy Peterson,"Boyd, Sutton and Foster",North,physical_store
SL13829,Jason Poole,Johnson-Lee,West,physical_store
SL13830,Nathan Figueroa,Monroe-Acevedo,East,e-commerce
SL13831,Cassandra Gibson PhD,Calderon-Garner,West,marketplace
SL13832,Emily Gutierrez,"Spears, Nolan and Smith",South,physical_store
SL13833,Steven Robertson,"Heath, Adams and Martin",South,e-commerce
SL13834,Amanda Wu MD,Rhodes-Rodriguez,West,physical_store
SL13835,Debra Hickman,"Mills, Lindsey and Baxter",North,physical_store
SL13836,Dawn Foley,Sanchez and Sons,East,physical_store
SL13837,Tammy Graham,"Norman, Watkins and Nash",South,physical_store
SL13838,Christy Hendrix,"Hansen, Woods and Wilson",West,physical_store
SL13839,Jennifer Conner,"Mcdaniel, Wang and Schultz",North,physical_store
SL13840,Paul Moon,Peterson Ltd,East,marketplace
SL13841,Erik Weeks,"Rodriguez, Caldwell and Barnett",South,e-commerce
SL13842,Cheryl Powers,"Jackson, Mays and Cowan",North,physical_store
SL13843,Benjamin Mercer,Bradley-Keller,West,marketplace
SL13844,Thomas Walton,Lynch Inc,West,e-commerce
SL13845,Mary Garza,"Nelson, Vega and Burke",South,physical_store
SL13846,Jason Williams,"Lewis, Wood and Fox",North,e-commerce
SL13847,Christina Ruiz,"Becker, Barnett and Martin",East,marketplace
SL13848,Andrew Gibbs,Little-Watts,West,e-commerce
SL13849,Deborah Green,"Pena, Ford and Ramirez",East,e-commerce
SL13850,Michael Schultz,Garcia and Sons,North,marketplace
SL13851,Katie Duran,"Robinson, Joseph and Roberts",East,e-commerce
SL13852,Debra Burton,Woods-Williams,West,e-commerce
SL13853,Donna Davis,Mcclure-Miller,West,physical_store
SL13854,Aaron Garza,Ellison-Ward,South,marketplace
SL13855,Anna Murphy,"Martin, Tate and Rodriguez",East,marketplace
SL13856,Dr. Tonya Greene,Wallace-Cross,North,physical_store
SL13857,Brian Maxwell,Ortega-Baker,South,e-commerce
SL13858,Steven Bush,Nguyen Ltd,North,marketplace
SL13859,Dominique Medina,Edwards Group,South,physical_store
SL13860,Adam Thompson,Ortiz-Foster,North,marketplace
SL13861,Tiffany Ryan,"Norris, Olson and Reynolds",North,e-commerce
SL13862,Katrina Rivera,Rivas-Anderson,East,e-commerce
SL13863,Alexander Wilson,"Howard, Smith and Miller",West,marketplace
SL13864,Kristina Stephens,"Greene, Sullivan and Richards",West,physical_store
SL13865,Charles Stewart,Cook-Cook,East,e-commerce
SL13866,Angel Miller,"Brooks, Thompson and Hooper",North,e-commerce
SL13867,Kevin Nunez,"Taylor, Fox and Daniel",West,marketplace
SL13868,Richard Harris,"Ward, Wood and Valencia",North,physical_store
SL13869,Douglas Myers,Abbott Group,North,marketplace
SL13870,William Baker,Gonzalez Group,North,e-commerce
SL13871,Karen Miranda,Rodriguez Ltd,North,physical_store
SL13872,Olivia Ward,Jackson LLC,North,physical_store
SL13873,Rachel Carpenter,Leach-Spence,South,e-commerce
SL13874,Michael Carlson,Chaney LLC,North,marketplace
SL13875,Carol Spencer,"Reed, Barker and Brown",South,e-commerce
SL13876,Ashley Taylor,Ochoa and Sons,North,marketplace
SL13877,David Walsh,Hopkins-Camacho,North,marketplace
SL13878,Debra Price,Davis-Maldonado,West,physical_store
SL13879,Cheryl Cantu,"Smith, Richard and Thomas",East,e-commerce
SL13880,Matthew Davis,Brown-Greene,East,e-commerce
SL13881,Rita Turner,Miller Group,West,physical_store
SL13882,Michael Pierce,Conner LLC,East,e-commerce
SL13883,Cheyenne Henderson,Carr-Keller,West,e-commerce
SL13884,Sandra Vega,Long-Smith,North,e-commerce
SL13885,David Wu,Powell and Sons,North,physical_store
SL13886,Nicole Jones,"Fletcher, Castro and Porter",South,e-commerce
SL13887,Heather Jones DDS,Martinez and Sons,North,physical_store
SL13888,Madeline Morris,"Simpson, Solis and Giles",East,physical_store
SL13889,Dennis Perry,"Pittman, Anderson and Lee",West,marketplace
SL13890,Matthew Gutierrez,"Lewis, Mathews and Williams",North,e-commerce
SL13891,Katherine Johnson,Walsh and Sons,North,physical_store
SL13892,William Rodriguez,Goodman Group,North,marketplace
SL13893,Richard Boyd,Gonzalez-Dominguez,South,physical_store
SL13894,Michelle Hensley,Rodriguez-Smith,West,e-commerce
SL13895,Robin Medina,Shaw and Sons,South,physical_store
SL13896,Erik Myers,Acosta and Sons,North,marketplace
SL13897,Eric Noble,Yoder-Smith,West,physical_store
SL13898,Eric Hill,Thomas Ltd,West,marketplace
SL13899,Cindy King,Wiley Ltd,West,physical_store
SL13900,Robin Haas,George-Edwards,East,marketplace
SL13901,Kyle Huerta,Smith PLC,West,physical_store
SL13902,Michael Molina,"Hurst, Simmons and Hernandez",West,marketplace
SL13903,Larry Crawford,Palmer LLC,East,e-commerce
SL13904,Albert Callahan,Hall LLC,North,physical_store
SL13905,Erika Craig,"Hill, Cortez and Hughes",West,e-commerce
SL13906,Kimberly Wilson,Clark-Jones,North,marketplace
SL13907,Rebecca Becker,Adams-Hardy,East,physical_store
SL13908,Charlene Glenn,"Lamb, Wilcox and Farmer",West,marketplace
SL13909,Zachary Wheeler,Sanchez-Walls,North,marketplace
SL13910,Mr. Cody Perry,Mack Inc,West,physical_store
SL13911,Louis Hernandez,"Wright, Garcia and Powell",East,marketplace
SL13912,Margaret Mooney,"Escobar, Reed and Wright",North,e-commerce
SL13913,Marvin Blankenship,Price LLC,East,physical_store
SL13914,Kevin Price,Thompson-Morales,West,e-commerce
SL13915,Christina Campbell,Foster PLC,South,e-commerce
SL13916,Donald Cummings,"Oliver, Mora and Garrett",East,e-commerce
SL13917,Jennifer Goodwin,"Bowman, Williams and Escobar",South,e-commerce
SL13918,Tyler Wilson,Shelton-King,North,e-commerce
SL13919,Peter Torres,Barnes and Sons,West,physical_store
SL13920,Amber Clements,"Everett, Rowland and Williams",East,marketplace
SL13921,Kathleen Jarvis,Brock-Sanchez,East,e-commerce
SL13922,Jacob Singh,Wright PLC,West,e-commerce
SL13923,Allen Carter,Carr and Sons,West,e-commerce
SL13924,Mark Rivera,"Yoder, Peck and Harris",West,e-commerce
SL13925,Mary Jordan,Davis LLC,East,e-commerce
SL13926,John Barrett,"Ward, Flores and Buchanan",East,marketplace
SL13927,Jody Jones,Walker-Pace,South,marketplace
SL13928,Joseph Leonard,"Hall, Wood and Arias",North,e-commerce
SL13929,Jessica Morales,Khan-Gray,South,e-commerce
SL13930,Brittany Moss,Wilson-Vaughn,West,marketplace
SL13931,Dawn Grant,Harrison Group,West,physical_store
SL13932,Dawn Garrett,Clark-Phillips,West,e-commerce
SL13933,Robert Santiago,Moon Ltd,East,e-commerce
SL13934,Joshua Diaz,"Fry, Hayes and Mills",North,e-commerce
SL13935,Jonathan Smith,"Pham, Blankenship and Garcia",West,marketplace
SL13936,Darlene Sawyer,Fox and Sons,East,physical_store
SL13937,Deborah Lawrence,"Villarreal, Shelton and Sanchez",West,physical_store
SL13938,Amber Welch,Torres Ltd,South,e-commerce
SL13939,Anna Smith,Bradley-Fisher,North,marketplace
SL13940,Tammy Gonzalez,Acosta Inc,East,marketplace
SL13941,Hayley Ward,Thomas-Phillips,South,physical_store
SL13942,Kenneth Garcia,Peters and Sons,West,e-commerce
SL13943,Danielle Martin,Jones-Burch,North,e-commerce
SL13944,Jonathan Finley,Harrison PLC,South,e-commerce
SL13945,Karina Jones,White LLC,North,physical_store
SL13946,Mario Jimenez,"Washington, Ramirez and Powers",North,marketplace
SL13947,Chad Gamble,Graves Ltd,East,physical_store
SL13948,Crystal Bennett,Conley-Griffin,South,e-commerce
SL13949,Anthony Pittman,Evans and Sons,West,physical_store
SL13950,Donald Reynolds,Harrison and Sons,East,marketplace
SL13951,Peter Mccormick,Pollard Inc,South,marketplace
SL13952,Jonathan Ingram,Andrews LLC,West,e-commerce
SL13953,Melissa Johnson,"Schmitt, Jordan and Blair",West,e-commerce
SL13954,Brittany Schultz,Burton-Brown,South,marketplace
SL13955,Jesus Anderson,Golden LLC,East,e-commerce
SL13956,Kim Beck,"Smith, Ward and Rodriguez",East,marketplace
SL13957,Molly Maynard,Miller-Owens,South,e-commerce
SL13958,Brittany Schmidt,Vance LLC,North,marketplace
SL13959,Rachel Rivera,Morrison-Bryant,East,physical_store
SL13960,Shannon Moore,Whitney LLC,South,physical_store
SL13961,Bruce Obrien,Coffey-Gilmore,East,physical_store
SL13962,Scott Cross Jr.,Caldwell Inc,North,physical_store
SL13963,Laura Thompson,"Brown, James and Martin",East,e-commerce
SL13964,Francisco Johnson,Palmer-Watson,North,marketplace
SL13965,Victoria Smith,Leonard Group,North,marketplace
SL13966,Ashley Wolf,"Mccoy, Davis and Alexander",South,physical_store
SL13967,James Garza,Cooper LLC,South,e-commerce
SL13968,Brian Henderson,Jones-Coffey,South,physical_store
SL13969,Regina Hill,Price-Mccall,South,e-commerce
SL13970,Kimberly Ramirez MD,"Turner, Smith and Cooper",West,physical_store
SL13971,John Daniel,"Mata, Hines and Santos",East,e-commerce
SL13972,Paul Perry,Weaver and Sons,East,physical_store
SL13973,Andrew Washington,Hendricks Inc,North,e-commerce
SL13974,Thomas Horn,"Randolph, Zimmerman and Montoya",East,physical_store
SL13975,William Duran,Mitchell Ltd,South,physical_store
SL13976,Tara West,Miller-Medina,North,physical_store
SL13977,Matthew Flores,Miller PLC,West,e-commerce
SL13978,Nicole Hernandez,Wilson PLC,East,physical_store
SL13979,Jessica Graves,"Good, Richardson and Little",East,physical_store
SL13980,Lori Martin,"Brown, Richards and Thornton",West,marketplace
SL13981,Matthew Marsh,Sanchez-Ritter,East,physical_store
SL13982,Danielle Griffin,"Thompson, Williams and Freeman",South,physical_store
SL13983,Melissa Rivas,Griffith-Richardson,West,e-commerce
SL13984,Anthony Potter,Estrada-Russell,North,marketplace
SL13985,Jeremy Gonzalez,Torres Group,West,marketplace
SL13986,Dan Clark,"Walker, Spencer and Sutton",West,e-commerce
SL13987,Debbie Phillips,Simpson-Vincent,East,physical_store
SL13988,Sarah Barber,Beasley-Taylor,East,physical_store
SL13989,Brandon Ross,"Wright, Murphy and Lee",South,physical_store
SL13990,Michael Hartman,"Wong, Cochran and Powers",South,marketplace
SL13991,Cody Wells,"Carlson, Roberts and Bray",North,physical_store
SL13992,Jordan Boyer,"Ross, Castillo and Nunez",North,physical_store
SL13993,Nathaniel Johnston,"Sellers, Elliott and Esparza",South,e-commerce
SL13994,Karen Walker,Robles-Salazar,West,physical_store
SL13995,Scott Petty,York-Reeves,East,physical_store
SL13996,Keith Farrell,"Murray, Howard and Cordova",West,e-commerce
SL13997,Oscar Hubbard,"Arellano, Mitchell and Reid",South,physical_store
SL13998,Kevin Hughes,"Fowler, Sanchez and Hill",West,e-commerce
SL13999,Tracey Stevens,Johnson Inc,West,marketplace
SL14000,Blake Dyer,Romero Inc,West,e-commerce
SL14001,Gabrielle Barber,Howard and Sons,North,physical_store
SL14002,Brenda Harris,Harper PLC,West,e-commerce
SL14003,Anthony Bolton,"Ortiz, Robertson and Harper",South,e-commerce
SL14004,Manuel Thomas,Delacruz-Smith,West,e-commerce
SL14005,Trevor Abbott,"Nicholson, Gross and Moore",West,marketplace
SL14006,Douglas Manning,Small-Ramos,North,e-commerce
SL14007,Diana Rogers,Duke LLC,South,e-commerce
SL14008,Michael Rose Jr.,"Carter, Barrett and Walsh",East,physical_store
SL14009,Douglas Thomas,"Williamson, Rivera and Jones",North,marketplace
SL14010,Clinton Powell,Williamson-Davis,West,e-commerce
SL14011,Patricia Gibson,Henry-Long,South,e-commerce
SL14012,Rachel Lawrence,Cross-Bailey,East,e-commerce
SL14013,Terry Garza,Randall-Myers,West,e-commerce
SL14014,Sarah Clayton,Munoz PLC,West,physical_store
SL14015,Erica Richardson,"Le, West and Andrade",East,e-commerce
SL14016,Lauren Johnson,"Wilson, Daniels and Davis",North,marketplace
SL14017,Mrs. Stephanie Long,Thompson-Trevino,South,physical_store
SL14018,Kelsey James,Jones and Sons,East,e-commerce
SL14019,Brandon Jacobs,"Johnson, Mahoney and Jones",North,physical_store
SL14020,Beth Grant,Hicks Ltd,West,e-commerce
SL14021,Tiffany Hall,Weaver Ltd,South,e-commerce
SL14022,Lori Figueroa,Church and Sons,South,physical_store
SL14023,Henry Weber,Gordon LLC,East,marketplace
SL14024,Sharon Collier,"Perry, Parker and Ponce",South,e-commerce
SL14025,Jacob Crawford,Maldonado Group,South,marketplace
SL14026,Devon Shannon,Cox Inc,West,marketplace
SL14027,Michael Stein,"Rios, Harrison and Rasmussen",West,physical_store
SL14028,Katherine Bishop,Brown Group,South,marketplace
SL14029,Tyler Hernandez,Cook-Duncan,East,physical_store
SL14030,Anthony Shields,Brown PLC,West,e-commerce
SL14031,Katherine Graham,"Garrett, Gill and Cox",East,physical_store
SL14032,Michael Brooks Jr.,"Miranda, Peterson and Hernandez",West,marketplace
SL14033,Sandra Thompson,Smith LLC,South,e-commerce
SL14034,Keith Simmons,Baker Ltd,East,physical_store
SL14035,Lance Lee,Sanders-Hartman,East,e-commerce
SL14036,Traci Robertson,Hansen-Mathis,North,marketplace
SL14037,Tammy Porter,"Jackson, Pena and Davis",North,marketplace
SL14038,Rebecca Hale,Hines PLC,North,e-commerce
SL14039,Julie Lloyd,Copeland LLC,East,e-commerce
SL14040,Michele Wright,"Mccarthy, French and Watkins",West,physical_store
SL14041,Rebecca Davis,"Anderson, Chandler and Curtis",East,physical_store
SL14042,Gabriel Bruce,Le and Sons,West,e-commerce
SL14043,Caitlin Chan,"Everett, Mcneil and Horne",East,marketplace
SL14044,Cassandra Thompson MD,Lambert-Guzman,South,physical_store
SL14045,Christian Hahn,Wilson-Rivera,North,e-commerce
SL14046,Catherine Hamilton,"Mccoy, Clark and Hall",North,marketplace
SL14047,Lindsay Porter,"Smith, Lawrence and Dixon",North,marketplace
SL14048,David Gutierrez,"Smith, Roth and Alvarez",East,e-commerce
SL14049,Timothy Dunn,"Ortiz, Arellano and Moss",South,e-commerce
SL14050,Richard Gibson,Ingram-Rivera,West,physical_store
SL14051,Brittney Newton,Boone-Jones,South,marketplace
SL14052,Teresa Ellison,"Palmer, Arias and Morgan",South,marketplace
SL14053,Shannon Howard,Kirk Ltd,South,physical_store
SL14054,Mr. Marc Mendoza Jr.,"Serrano, Spencer and Brady",North,physical_store
SL14055,Ronald Smith,Patterson-Murphy,West,physical_store
SL14056,Jennifer Martinez,Martin-Rollins,East,physical_store
SL14057,Anthony Brown,Patel-Bond,South,marketplace
SL14058,Joshua Jones,Escobar Inc,North,marketplace
SL14059,Matthew Gallegos,"Davis, Salas and Lang",South,e-commerce
SL14060,Brandon Rodriguez,Burton-Adams,West,marketplace
SL14061,Louis Diaz,Williams Ltd,North,marketplace
SL14062,Cameron Murray,Henderson and Sons,North,marketplace
SL14063,Mark Williams,"Becker, Anderson and Lee",North,e-commerce
SL14064,Robert Jackson,Watkins-Fields,North,marketplace
SL14065,Mr. Shane Pearson,"Bailey, Rollins and Dodson",North,marketplace
SL14066,Daniel Hill,Bullock-Martinez,South,e-commerce
SL14067,Alexandra Gutierrez,Brown-Delgado,East,physical_store
SL14068,Cheryl Clark,Kelly-Gilmore,East,marketplace
SL14069,Lisa Watson,Williams-Jensen,North,e-commerce
SL14070,Thomas Higgins,Travis Group,East,physical_store
SL14071,Cristina Spears,"Perez, Gibson and Brown",East,marketplace
SL14072,Joanna Huffman,"Smith, Gomez and Curtis",West,physical_store
SL14073,Gavin Smith,"Zavala, Jenkins and Hull",East,physical_store
SL14074,Robert Larsen,Wilson LLC,South,marketplace
SL14075,Ashley Bautista,Gray PLC,South,e-commerce
SL14076,Daniel Yang,Walsh Inc,North,physical_store
SL14077,Lisa Cortez,"Hamilton, Evans and Nelson",South,physical_store
SL14078,Amy Romero,Waters Group,West,physical_store
SL14079,Tasha Barber,"Aguilar, Vaughn and Jimenez",West,physical_store
SL14080,John Mann,Brewer-Williams,East,physical_store
SL14081,Bryan Johnson,Patterson-Patel,North,e-commerce
SL14082,Sean Morrison,Williamson-Smith,North,e-commerce
SL14083,Mario Porter,Peterson-Le,North,marketplace
SL14084,Michael Goodwin,"Wilkins, Watkins and Wagner",South,physical_store
SL14085,Donald Hansen,Noble-Morrison,South,e-commerce
SL14086,Lisa Lewis,Davis Group,East,physical_store
SL14087,James Short,Burke-Snyder,East,marketplace
SL14088,Amber Barrett,Evans-Mcclure,South,physical_store
SL14089,Blake Stevens,Thomas PLC,East,marketplace
SL14090,Felicia Mann,"Harris, Rivera and Hughes",West,marketplace
SL14091,Karen Osborn,Scott-Bond,East,marketplace
SL14092,Natalie Pena,"Williams, Hall and Ortiz",North,e-commerce
SL14093,Jordan Nguyen,Young-Hill,South,e-commerce
SL14094,Denise Bennett,Miller-Johnson,East,physical_store
SL14095,Nathaniel Green,Barnes LLC,North,marketplace
SL14096,Roger Brown,Foster-Gutierrez,East,physical_store
SL14097,Gabriel Pratt,"Mack, Williams and Todd",East,e-commerce
SL14098,Tony Thomas,Chapman and Sons,East,physical_store
SL14099,Theresa Sherman,"Jackson, Dunn and Smith",North,marketplace
SL14100,Rebecca Riley,Goodman-Carter,West,e-commerce
SL14101,Crystal Trujillo,Brown-Obrien,East,marketplace
SL14102,Travis Landry,"Johnson, Baker and Archer",West,e-commerce
SL14103,Angela Johns,Mcknight LLC,East,marketplace
SL14104,Angela Ortega,"Wood, Paul and White",South,marketplace
SL14105,Beth Maxwell,Clark-Jones,South,marketplace
SL14106,Courtney Rocha,Cook Group,North,physical_store
